text,true_label,pred_naive_bayes,pred_logistic_regression,pred_svm
cari dpatkan ri rusuh pecah belah ri perang saudara harap hasil dpt apa kecuali sengsara makan susah hidu,normal,normal,hate_speech,normal
hamas brigade al qassam hizbullah z kocar kacir janji allah swt bangsa yahudi mana smua umat islam dunia buru bunuh binasa kaum yahudi sisa dunia,threat,normal,hate_speech,hate_speech
lg ajar ngerayu jokowi ken menteri barangkali,hate_speech,normal,normal,normal
baanas prioritas beras lokal penuh gudang bulog promotor willy dozan feni roblox kamis qory fix you lgbt hindia muak,normal,normal,hate_speech,normal
pantesan parpol si anu usaha keras jegal kesah uu yaa takut presiden ngeluarin perpu tarik presiden ksh ancam lgsg mingkem ketok paluu tok tok tok,hate_speech,hate_speech,normal,normal
imf lambat ekonomi china dampak ekonomi asia pasifik,threat,normal,normal,normal
anies bongkar dana ilegal milik prabowo,normal,normal,hate_speech,normal
pilih jokowi,normal,hate_speech,hate_speech,hate_speech
aje anjinggggg orang konoha bain israel bangsat najis,hate_speech,insult,insult,hate_speech
laaaahhhhh jackson bilang sampah trs ngetweet coba liat akun kak heheh,normal,normal,insult,normal
surya paloh sesal dukung anies capres,hate_speech,normal,normal,normal
level eue onlen,normal,normal,insult,normal
cakap telepon anies baswedan surya paloh bocor,normal,normal,insult,normal
bau gay blokir og iso iki ng tl ku,hate_speech,normal,normal,normal
ngomong ngigau,hate_speech,normal,normal,normal
jokowi jgn dikadalin china bohong invest t rempang,insult,normal,hate_speech,hate_speech
kang ngibul impor barang cina wak uban ajak produk negeri n akuuut,insult,normal,normal,normal
orang jurnalis lapor tewas liput perang israel palestina jurnalis israel jurnalis lebanon,normal,normal,threat,normal
ganja narkoba kiri komunis,normal,hate_speech,hate_speech,hate_speech
presiden as joe biden zionis presiden amerika serikat as joe biden nyata kejut pekan muat reuters sebut zionis perdana menteri pm israel benjamin netanyahu kunjung israel percaya yahudi zionis zionis biden milik darah yahudi turun katolik irlandia kali laman kerap tari israel,insult,normal,normal,normal
rezim bubar kandangin ganti kpk pro rezim,normal,hate_speech,hate_speech,hate_speech
goones aru shah temu obat ajaib selamat ayah sekarat sam yrold pergi tanah dechapolis bfe s puji pahlawan milik untung,harassment,normal,normal,normal
wasit goblog sah goal,hate_speech,insult,insult,hate_speech
dlm sejarah twitter cuman brani jelasin nenek moyang darah pki loh yaaa,normal,hate_speech,insult,normal
negeri konoha putus mahkamah bukti cacat cacat cacat pecat hakim copot jabat percaya,normal,normal,insult,normal
pimpin negara cermin asal pimpin arab asli arab pimpin cina asli pribumi cina pimpin rusia asli pribumi rusia negara kelas indonesia mimpi muka imigran,hate_speech,normal,normal,normal
prabowo kecut tuduh elit goblok maling serampang klo jantan sebut nama orang klo berani banci maksud tum partai lawan politik hahaha salam periode,harassment,hate_speech,insult,hate_speech
tank israel laknatullah hancur pasu sendal jepit hamas alhamdulillah long life gaza,hate_speech,normal,normal,normal
gibran cawapres ilegal maju cacat hukum cacat etika,hate_speech,insult,insult,normal
fokus solid menang gama paslon capres lansia cawapres balita orang buta tuntun orang buta,insult,normal,normal,normal
kali ngeliat tellernya lg ngurusin mata uang asing gt cuman gatau ngomongnya gimana coba satpam ambil nomor antri suka satpam ambil nomor,normal,normal,insult,normal
urgensi ingat batik raya kolosal istana mending bikin bijak pro rajin batik umkm mendag rahmat gobel atur menteri larang impor garmen tekstil motif batik china thailand laku,insult,normal,normal,normal
isu pucuk senjata saran pecat tito,hate_speech,normal,normal,normal
dapat sebut orang yahudi hidup negara mayoritas muslim indonesia bantai saksi betapa orang muslim bantai rezim zionis politisasi ras agama yahudi duduk palestina,normal,hate_speech,hate_speech,hate_speech
suka humor lgbt,hate_speech,insult,normal,normal
sy betah bg sy kmren mnta desak mpr sidang istimewa turun jokowi jk,hate_speech,normal,normal,normal
masuk akal percaya klaim kristen anti budak banding islam quakers lahir abad kurleb islam lahir cumen abad ud ngebentuk komunitas anti budak british slave trade,hate_speech,normal,normal,normal
utang ugal ugalan sri mulyani suara mundur kabinet,normal,insult,hate_speech,normal
gila otak w pen meledug,harassment,normal,normal,normal
virus tingkat dewa pake antivirus ngga tau sarap abis,insult,normal,hate_speech,normal
lelucon konteks tertawa orang gay ketidaknyamanan mark cakap,harassment,normal,normal,normal
tawar b prabowo coba klo subut hoax x,normal,normal,hate_speech,hate_speech
mahfud md pimpin menteri mundur muak jokowi,insult,normal,hate_speech,hate_speech
bibit lgbt tumbuh sma url,normal,normal,hate_speech,hate_speech
mas fahri mas fahri anak mas fahriii saat ungsi rohingya masuk air aceh aman batas laut jebol prabowo diam mas fahrii suka halu mas fahrii sorry yeee sorry yeee,hate_speech,normal,normal,normal
israel bangsat fuck youuuu,insult,hate_speech,hate_speech,hate_speech
source cakap com sembilan wna rohingya temu lantar pekanbaru pkufolk sembilan warga negara asing wna rohingya kota pekanbaru temu lantar masjid kawasan camat bukit raya temu sembilan wna rohingya halaman masjid muslimin jalan sei mintan air dingin bukit raya pekanbaru informasi masyarakat turun mobil lantar masjid muslimin pekanbaru kamis kapolsek bukit raya akp syafnil konfirmasi benar ada wna rohingya temu kota pekanbaru tepat masjid muslimin syafnil merincikan sembilan wna rohingya aman perempuan dewasa anak perempuan anak laki laki balita lengkap baca cakap com,normal,normal,insult,normal
gr kemarin si banci eta trh wkwkwk,insult,normal,harassment,harassment
ragu rak nyc bawa adil x laku diskriminatif sewa apt amerika afrika agen sewa perintah tempat c warna aplikasi,hate_speech,normal,normal,normal
eh nurull kuliah mana jurus ha bahasa mandarin kerja komunis saudara g spki,normal,hate_speech,hate_speech,normal
ayo dukung jokowi puan,normal,normal,hate_speech,hate_speech
israel tawar inkubator nyawa bayi rs gaza ancam,insult,normal,normal,normal
lha knp masuk wahabi orang cerita wahabi n nu n ntong cerita ttg pki ente nyelonong wahabi,normal,hate_speech,insult,normal
breaking news aksi heroik warga dagestan rusia berani kibar bendera palestina lantang kalimat takbir pesawat tumpang mayoritas mukim ilegal yahudi ungsi tel aviv israel,normal,normal,insult,normal
tambah gaji fantastis liga cina cm takluk liga cina serie a salah liga baik pilih cerdas mnrtku,normal,normal,hate_speech,normal
demo ttg rohingyang seluruh negara dtuduh mw tumbang jkw emg warga rusia kenal jokowi yah,hate_speech,normal,normal,normal
orang dukung israel jajah belanda dukung belanda orang israel dukung palestina coba liat palestina dukung israel salah,hate_speech,normal,normal,normal
loser wkwkwkw gin gua bener suka pacar gua dapet ginian suka ngomong langsung gausah cupu gitu anjg,hate_speech,insult,insult,normal
bubarin nkri harga mati,hate_speech,normal,insult,hate_speech
pelangi indah hadiah orang buta warna pelangi indah hadiah orang buta warna,insult,normal,normal,normal
awas china belakang drun kepung ilusi dunia maya dunia nyata nggak,normal,hate_speech,hate_speech,normal
jongos antek aseng asing jual akidah harga negara nafsu duniawi,hate_speech,hate_speech,normal,normal
palestina peta gaada masjid al aqsa maps punya israel kunci amerika dn kunci dunia pegang bodoh kek anjing kek israle anjing drpada israel,normal,normal,hate_speech,normal
kepung kantor jakarta,hate_speech,normal,normal,normal
ngiklanin promo cashback appnya n guna kode hasil cashback masuk n bilang salah sistem promo n nbodo woy salah sistem urus cashback janji oleh url,insult,normal,normal,normal
slah alas knp sya prsiden spy malu in bangsa iniiii xe x xa,insult,normal,normal,normal
woey maho,insult,harassment,harassment,harassment
fakta nyata iblis an zionis israel dlm bbrp pekan teriak normalisasi iblis israel klean liat normalisasi,hate_speech,normal,normal,normal
negara jahanam israel bumi,normal,hate_speech,hate_speech,normal
norwegia negara buruk abai keras ganggu taman kanakkanak sekolahsekolah,harassment,harassment,normal,normal
cawapres cacat hukum,hate_speech,normal,normal,normal
zionis pesek ko demo anak yaaa si monyet israel laknatullah alaih bantai anak anak palestina,insult,hate_speech,hate_speech,hate_speech
pergi,insult,normal,normal,normal
kerja bolak fakta yahudi musuh aswaja zaman yaman syiah rang xd xb xd x f xd xa xd x xd xad xd x e xd xa xd x xd x e xd xa xd x xd x,normal,normal,insult,normal
syiah pa,insult,normal,normal,normal
the guran yahuditdak punahak orang orang yahudi hidup milik hak apa negeri palestina bumi allah hak apa muka bumi orang orang orang kafir jenis mana punya hak tinggal muka bumi ucap as syaikh muhammad bin shalih al utsaimin rahimahullah tafsir surah an nur ha l thalabulilmi follow bumi allah orang orang y h hidup milik hak apa negeri palestina bumi allah hak apa muka bumi orang orang kafir jenis mana hak tinggal muka bumi allah ucap as syaikh muhammad bin shalih al utsaimin rahimahullah tafsir surah an nur allah subhanahu wa ta ala firman                                           orang orang kafir senang senang dunia makan makan binatang dunia sedih kecewa khawatir gelisah dalam orang kafir surga pindah dunia azab neraka wal iyadzubillah apa kondisi dunia surga banding sengsara azab neraka akhirat kelak,threat,hate_speech,normal,normal
info bekası foto tribun infobekasi pemkot bekas buka peluang investor cina olah sampah investasi rp t infobekasipage media informasi warga bekas pemkot bekas tetap menang usaha patungan konsursium cina olah sampah tpa sumurbatu bantargebang nilai investasi nila rp triliun tahap tunggu tetap menang pj wali kota bekas kepala ada barang jasa kota bekas bilang nauli harahap kamis oktober bilang usaha patungan investasi nila rp triliun bangun iinfrastuktur olah sampah ada lahan lokasi kabar lurah ciketing udik tawar nilai tipping fee nila rp ribu ton pemkot bekas bayar ton sampah rp ribu model olah bakar alat bilang usaha menang milik alam indonesia negeri milik alam dasar dokumen editor adi t,insult,normal,normal,normal
grombolan kadal jidat gosong mmg bgtu suka ribut klo grombolanya salah pura budek dasar grombolan cingkrang url,threat,hate_speech,hate_speech,hate_speech
imigran rohingnyook masyarakat kesal bab sembarang,hate_speech,normal,normal,normal
jcaa fuck you gays can unitg queer muse museyent en not betashpmestenad beinshomesteal youthe  instagram uu anti lgbtq berat dunia aksi uganda tangkap orang jahat homos ksualitas parah ancam hukum mati orang pria uganda usia hadap dakwa dasar undang undang anti lgbtq pria kaos pria dewasa usia disable pria kaos anak lelaki usia pria dakwa homos ksualitas parah jahat hukum mati uganda tanda tangkap dasar undang undang source people s world suka konten follow konten motivasi tarik,hate_speech,normal,normal,normal
acara setya novanto ngotot panggil klien izin presiden,normal,hate_speech,hate_speech,hate_speech
jgn si idiot jumawa menang kemaren,threat,hate_speech,hate_speech,hate_speech
nista agama pake assalamualaikum kasihan umat muslim hat xe x xa,normal,hate_speech,hate_speech,hate_speech
olahraga victoria secret sayap mkr,harassment,normal,normal,normal
and fakta indo cols sejarah odgj surabaya nyoblos tps siap liponsos ahhh bener negri baik hoax yah,threat,normal,normal,normal
pose gila prestasi palsu ttd kolonel libat gelap mobil tipu kanan kiri malu nama perush suka ngaku kel jenderal hobi bohong dlm peacee pikir jalan muka bumi brsikap,normal,normal,hate_speech,normal
gila ujannya,harassment,normal,normal,normal
oh iya bener n nbaru katain burik nggak,insult,insult,normal,normal
palestins ras arab arb wn turun imigran arab yaman duga gerak hati tampung rumah,normal,hate_speech,hate_speech,normal
mbah fatwa ngomong asu ndak papa ikut nama orang okesip asu,insult,hate_speech,hate_speech,hate_speech
israel bilang teroris benar,threat,normal,normal,normal
huhuhuhu kim bum plot twist bangettt sumpah relain monyet beneran biar monyet move on eh tau ama jan monyet gaberani deketin karna,hate_speech,normal,normal,normal
betapa takut jokowi dg dosa rezim kuasa bangsa negara lengser mumpung sempat bangun benteng lindung lengser khianat dg pdip megawati nilai pdip megawati lepas tangan cuci tangan dosa jokowi rezim lengser kira ganjar pdip tumbang kali jokowi dapat prabowo capres kuat dukung koalisi gendut anies baswedan masuk hitung lembaga survey jokowi akrab dukung penuh prabowo kadang nyenyak tidur bangun lindung gubah kokoh selamat mimpi tuan jokowi moga kpu teguh terap batas minimal usia capres cawapres salam ubah rawan amin,insult,normal,normal,normal
temen w lesbi sampe troma jugaaih xari temen cewek tampang laki lesbi ,normal,insult,insult,insult
temen tepat budak antek,insult,hate_speech,hate_speech,hate_speech
idn times world news pm israel tolak gencat senjata gaza korban tewas gaza capai orang baca berita terupdate politik entertainment idn download appstore google play perdana menteri israel benjamin netanyahu gencat senjata jalur gaza ribu orang tewas akibat serang tubi tubi israel gaza gencat senjata serah hamas tewas orang israel sandera labih warga netanyahu kutip channel news asia selasa gencat senjata israel juang menang tempur netanyahu artikel idn times baca idn app lho download google play app store temu info baru video korea community hype idn idn,threat,normal,normal,normal
nambah nyewa pecun,insult,insult,harassment,harassment
sama skala industri geng perkosa anakanak muslim usia ekspos propaganda isis how pilih cabut kewarganegaraannya gabung gagal islam state,hate_speech,normal,normal,normal
gin dah jelasin n nkan kasih dare ganti ava pict banci gt dah ts banci elah,insult,insult,harassment,harassment
